Artist,Category,Streams,Revenue (USD),Country,Year,Most Popular Song,Subscription Type,Age Group,Danceability,Energy,Tempo,Valence
Dua Lipa,pop,996396,55103.12,Spain,2021,Homesick,Free,18-24,,,,
Dua Lipa,pop,415486,14163.78,Brazil,2020,Dreams,Free,18-24,,,,
Dua Lipa,pop,772100,41128.59,Germany,2020,Room for 2,Premium,35-44,,,,
Dua Lipa,pop,485769,19330.88,Germany,2022,New Love,Premium,18-24,,,,
Dua Lipa,pop,659019,37111.06,Canada,2019,Bad Together,Free,25-34,,,,
Dua Lipa,pop,412643,22058.47,USA,2021,Last Dance,Free,18-24,,,,
Dua Lipa,pop,768320,43267.72,UK,2020,Genesis,Free,25-34,,,,
Dua Lipa,pop,98773,5070.47,Germany,2020,Lost In Your Light (feat. Miguel),Premium,13-17,,,,
Dua Lipa,pop,961816,40313.72,Spain,2019,Hotter Than Hell,Premium,35-44,,,,
Dua Lipa,pop,469335,24461.51,South Korea,2021,Be the One,Free,25-34,,,,
Dua Lipa,pop,170342,5288.27,Canada,2020,IDGAF,Premium,25-34,,,,
Dua Lipa,pop,410723,16166.03,India,2020,Blow Your Mind (Mwah),Premium,25-34,,,,
Dua Lipa,pop,166233,10402.31,India,2020,Garden,Free,45+,,,,
Dua Lipa,pop,207422,14025.61,USA,2022,No Goodbyes,Premium,13-17,,,,
Dua Lipa,pop,675120,29841.42,Spain,2021,Thinking 'Bout You,Premium,18-24,,,,
Dua Lipa,pop,929732,30383.42,South Korea,2023,New Rules,Premium,18-24,,,,
Dua Lipa,pop,997761,67198.74,Italy,2024,Begging,Free,35-44,,,,
Dua Lipa,pop,229871,7487.95,France,2021,Homesick,Free,45+,,,,
Dua Lipa,pop,768035,27079.52,Germany,2021,Physical (feat. Troye Sivan),Free,45+,,,,
Drake,rap,742098,49096.69,Mexico,2021,CN TOWER,Premium,25-34,,,,
Drake,rap,175694,11175.87,Germany,2019,MOTH BALLS,Premium,13-17,,,,
Drake,rap,240343,12277.24,UK,2023,SOMETHING ABOUT YOU,Free,35-44,,,,
Drake,rap,798195,45709.94,France,2019,CRYING IN CHANEL,Premium,13-17,,,,
Drake,rap,843518,29463.3,France,2021,SPIDER-MAN SUPERMAN,Premium,35-44,,,,
Drake,rap,503615,15672.06,Germany,2022,DEEPER,Free,35-44,,,,
Drake,rap,65358,4100.98,France,2022,SMALL TOWN FAME,Premium,35-44,,,,
Drake,rap,425745,20117.66,Australia,2024,PIMMIE'S DILEMMA,Premium,25-34,,,,
Drake,rap,814561,37381.02,France,2022,BRIAN STEEL,Premium,25-34,,,,
Drake,rap,676957,23492.66,UK,2022,GIMME A HUG,Premium,13-17,,,,
Drake,rap,89797,6047.39,Brazil,2021,RAINING IN HOUSTON,Free,45+,,,,
Drake,rap,609914,41570.21,UK,2019,LASERS,Free,18-24,,,,
Drake,rap,142363,5053.27,USA,2021,MEET YOUR PADRE,Premium,18-24,,,,
Drake,rap,440566,19038.64,Canada,2021,NOKIA,Free,18-24,,,,
Drake,rap,961430,40507.84,Italy,2023,DIE TRYING,Free,13-17,,,,
Drake,rap,437474,15404.69,South Africa,2024,SOMEBODY LOVES ME,Premium,13-17,,,,
Drake,rap,760196,29784.09,South Africa,2022,CELIBACY,Free,45+,,,,
Drake,rap,588246,20166.92,France,2021,OMW,Free,35-44,,,,
Drake,rap,455192,13967.17,Brazil,2020,GLORIOUS,Free,45+,,,,
Drake,rap,288511,12335.92,UK,2024,WHEN HE'S GONE,Free,35-44,,,,
Drake,rap,844606,58726.53,Italy,2019,Virginia Beach,Free,25-34,,,,
Drake,rap,220018,12325.27,Mexico,2021,Amen (feat. Teezo Touchdown),Premium,25-34,,,,
Drake,rap,72456,3702.18,Brazil,2023,Calling For You (feat. 21 Savage),Free,18-24,,,,
Drake,rap,896658,48065.09,South Africa,2020,Fear Of Heights,Free,18-24,,,,
Drake,rap,960259,37368.63,India,2022,Daylight,Free,25-34,,,,
Drake,rap,531320,27026.18,Canada,2024,First Person Shooter (feat. J. Cole),Premium,25-34,,,,
Drake,rap,125792,8551.78,Netherlands,2023,IDGAF (feat. Yeat),Free,25-34,,,,
Drake,rap,556106,30683.57,Italy,2022,7969 Santa,Premium,35-44,,,,
Drake,rap,50106,1507.59,Italy,2021,Slime You Out (feat. SZA),Free,45+,,,,
Drake,rap,647177,37463.65,Brazil,2021,Bahamas Promises,Premium,45+,,,,
Drake,rap,358541,17863.31,Spain,2024,Tried Our Best,Free,13-17,,,,
Drake,rap,760420,33193.76,Japan,2023,Screw The World - Interlude,Premium,13-17,,,,
Drake,rap,262105,14640.02,Australia,2021,Drew A Picasso,Premium,35-44,,,,
Drake,rap,781019,27302.07,India,2024,Members Only (feat. PARTYNEXTDOOR),Free,18-24,,,,
Drake,rap,644009,29719.12,Italy,2023,What Would Pluto Do,Premium,25-34,,,,
Drake,rap,489367,14992.63,Netherlands,2023,All The Parties (feat. Chief Keef),Premium,25-34,,,,
Drake,rap,185902,9236.67,Australia,2022,8am in Charlotte,Free,13-17,,,,
Drake,rap,151567,7974.41,Mexico,2023,BBL Love - Interlude,Premium,13-17,,,,
Drake,rap,781502,46613.65,Netherlands,2019,Gently (feat. Bad Bunny),Premium,13-17,,,,
Drake,rap,664180,45518.73,Canada,2023,Rich Baby Daddy (feat. Sexyy Red & SZA),Premium,13-17,,,,
Drake,rap,798197,46957.67,Canada,2023,Virginia Beach,Premium,35-44,,,,
Drake,rap,553390,38584.68,South Korea,2019,Amen (feat. Teezo Touchdown),Premium,18-24,,,,
Drake,rap,865844,54285.02,Germany,2024,Calling For You (feat. 21 Savage),Premium,45+,,,,
Drake,rap,406428,26539.68,Germany,2020,Fear Of Heights,Premium,25-34,,,,
Drake,rap,664937,36688.58,Mexico,2019,Daylight,Premium,13-17,,,,
Drake,rap,841491,32977.14,Brazil,2023,First Person Shooter (feat. J. Cole),Premium,35-44,,,,
Drake,rap,919970,38260.61,UK,2023,IDGAF (feat. Yeat),Premium,35-44,,,,
Drake,rap,321176,11421.44,South Africa,2021,7969 Santa,Free,45+,,,,
Drake,rap,995932,35305.81,Brazil,2023,Slime You Out (feat. SZA),Premium,45+,,,,
Drake,rap,704443,29621.54,Australia,2019,Bahamas Promises,Free,35-44,,,,
Drake,rap,677344,45384.9,USA,2021,Tried Our Best,Free,18-24,,,,
Drake,rap,819665,36890.63,Spain,2019,Screw The World - Interlude,Premium,45+,,,,
Drake,rap,672172,37607.45,Canada,2019,Drew A Picasso,Premium,25-34,,,,
Drake,rap,844820,57270.56,Netherlands,2020,Members Only (feat. PARTYNEXTDOOR),Free,35-44,,,,
Drake,rap,410231,25662.74,Mexico,2022,What Would Pluto Do,Premium,25-34,,,,
Drake,rap,556543,36975.83,Mexico,2019,All The Parties (feat. Chief Keef),Premium,13-17,,,,
Drake,rap,198032,6856.6,Spain,2020,8am in Charlotte,Premium,35-44,,,,
Drake,rap,171757,9613.14,India,2023,BBL Love - Interlude,Free,25-34,,,,
Drake,rap,610802,42307.51,Mexico,2023,Gently (feat. Bad Bunny),Free,13-17,,,,
Drake,rap,857950,43935.26,Netherlands,2023,Rich Baby Daddy (feat. Sexyy Red & SZA),Premium,13-17,,,,
Drake,rap,926603,43976.39,Brazil,2021,Rich Flex,Free,25-34,,,,
Drake,rap,535629,32304.43,Japan,2021,Major Distribution,Premium,13-17,,,,
Drake,rap,571989,29300.41,South Korea,2021,On BS,Free,45+,,,,
Drake,rap,363465,12388.28,France,2021,BackOutsideBoyz,Premium,18-24,,,,
Drake,rap,448569,15052.84,Canada,2024,Privileged Rappers,Premium,45+,,,,
Drake,rap,618243,39281.1,Netherlands,2019,Spin Bout U,Premium,25-34,,,,
Drake,rap,967507,51758.07,Germany,2023,Hours In Silence,Free,13-17,,,,
Drake,rap,428231,20293.49,UK,2023,Treacherous Twins,Free,13-17,,,,
Drake,rap,462118,19764.34,Brazil,2021,Circo Loco,Free,35-44,,,,
Drake,rap,970587,62531.16,Canada,2022,Pussy & Millions (feat. Travis Scott),Premium,18-24,,,,
Drake,rap,207585,7528.17,Mexico,2024,Broke Boys,Free,18-24,,,,
Drake,rap,686185,28062.77,South Korea,2022,Middle of the Ocean,Premium,18-24,,,,
Drake,rap,354464,16471.24,Netherlands,2019,Jumbotron Shit Poppin,Free,35-44,,,,
Drake,rap,519391,26679.93,Japan,2024,More M’s,Free,45+,,,,
Drake,rap,711043,24462.26,South Africa,2022,3AM on Glenwood,Premium,35-44,,,,
Drake,rap,401108,22043.97,Netherlands,2024,I Guess It’s Fuck Me,Premium,25-34,,,,
Drake,rap,341701,18993.14,France,2024,Intro,Free,45+,,,,
Drake,rap,446226,15886.24,Netherlands,2023,Falling Back,Free,35-44,,,,
Drake,rap,132966,4034.5,Netherlands,2020,Texts Go Green,Premium,45+,,,,
Drake,rap,60016,2021.78,USA,2024,Currents,Free,45+,,,,
Drake,rap,214358,13463.28,Italy,2019,A Keeper,Free,35-44,,,,
Drake,rap,888882,32777.45,Italy,2019,Calling My Name,Free,13-17,,,,
Drake,rap,944244,64026.46,Canada,2022,Sticky,Premium,45+,,,,
Drake,rap,638851,30742.19,Spain,2020,Massive,Premium,25-34,,,,
Drake,rap,466576,16105.57,Mexico,2019,Flight's Booked,Premium,25-34,,,,
Drake,rap,672903,32191.89,Mexico,2019,Overdrive,Free,13-17,,,,
Drake,rap,915193,58060.63,France,2021,Down Hill,Free,13-17,,,,
Drake,rap,193394,11752.97,India,2023,Tie That Binds,Premium,13-17,,,,
Drake,rap,51091,2110.19,USA,2020,Liability,Free,18-24,,,,
Drake,rap,809899,42486.44,India,2024,Jimmy Cooks (feat. 21 Savage),Premium,35-44,,,,
Drake,rap,674645,42554.39,South Korea,2022,Champagne Poetry,Premium,35-44,,,,
Drake,rap,823281,44719.16,Mexico,2019,Papi’s Home,Free,18-24,,,,
Drake,rap,462487,29873.06,Mexico,2021,Girls Want Girls (with Lil Baby),Premium,25-34,,,,
Drake,rap,749568,27596.34,India,2023,In The Bible (with Lil Durk & Giveon),Premium,25-34,,,,
Drake,rap,318407,11204.57,Japan,2022,Love All (with JAY-Z),Free,13-17,,,,
Drake,rap,635433,24856.49,USA,2024,Fair Trade (with Travis Scott),Free,45+,,,,
Drake,rap,898980,49993.74,Australia,2023,Way 2 Sexy (with Future & Young Thug),Free,45+,,,,
Drake,rap,774795,44921.76,Germany,2021,TSU,Premium,45+,,,,
Drake,rap,345634,19941.93,South Africa,2024,N 2 Deep,Free,45+,,,,
Drake,rap,136904,7363.93,USA,2020,Pipe Down,Free,25-34,,,,
Drake,rap,297364,14142.3,India,2023,Yebba’s Heartbreak,Premium,13-17,,,,
Drake,rap,886084,38939.02,UK,2023,No Friends In The Industry,Free,35-44,,,,
Drake,rap,87670,4240.57,France,2020,Knife Talk (with 21 Savage ft. Project Pat),Premium,45+,,,,
Drake,rap,364328,13892.34,France,2023,7am On Bridle Path,Premium,13-17,,,,
Drake,rap,417216,26470.19,Mexico,2023,Race My Mind,Premium,25-34,,,,
Drake,rap,484367,23771.42,South Korea,2022,Fountains (with Tems),Free,35-44,,,,
Drake,rap,123224,5092.03,South Korea,2024,Get Along Better,Premium,25-34,,,,
Drake,rap,498125,34782.38,Canada,2021,You Only Live Twice (with Lil Wayne & Rick Ross),Free,35-44,,,,
Drake,rap,108145,6747.54,France,2020,IMY2 (with Kid Cudi),Free,18-24,,,,
Drake,rap,484178,24290.85,South Africa,2022,F*****g Fans,Free,18-24,,,,
Drake,rap,469938,27300.19,Spain,2022,Deep Pockets,Premium,13-17,,,,
Drake,rap,539467,17173.51,Netherlands,2023,When To Say When,Premium,13-17,,,,
Drake,rap,119224,7909.29,UK,2020,Chicago Freestyle (feat. Giveon),Premium,25-34,,,,
Drake,rap,561184,27593.78,Germany,2021,Not You Too (feat. Chris Brown),Premium,25-34,,,,
Drake,rap,871820,45695.63,Netherlands,2021,Toosie Slide,Free,13-17,,,,
Drake,rap,351439,12003.41,USA,2023,Desires (with Future),Free,45+,,,,
Drake,rap,569354,22944.7,USA,2021,Time Flies,Premium,25-34,,,,
Drake,rap,893479,38532.28,South Africa,2024,Landed,Premium,25-34,,,,
Drake,rap,861865,45195.03,Canada,2024,D4L,Premium,25-34,,,,
Drake,rap,655592,37934.69,Italy,2020,Pain 1993 (with Playboi Carti),Premium,18-24,,,,
Drake,rap,481832,31785.16,South Korea,2024,Losses,Premium,25-34,,,,
Drake,rap,734609,28527.59,Brazil,2021,From Florida With Love,Premium,13-17,,,,
Drake,rap,133492,6938.87,Japan,2023,Demons (feat. Fivio Foreign & Sosa Geek),Premium,45+,,,,
Drake,rap,591437,20658.23,Japan,2023,War,Premium,45+,,,,
Drake,rap,763015,34982.52,France,2023,Dreams Money Can Buy,Free,45+,,,,
Drake,rap,396615,19588.92,UK,2023,The Motion,Premium,45+,,,,
Drake,rap,655131,37283.66,Italy,2024,How Bout Now,Premium,45+,,,,
Drake,rap,273336,12943.23,UK,2023,Trust Issues,Premium,45+,,,,
Drake,rap,277060,10230.84,Spain,2023,Days in The East,Premium,25-34,,,,
Drake,rap,784615,38664.5,USA,2024,Draft Day,Free,13-17,,,,
Drake,rap,908535,60326.8,Germany,2023,4pm in Calabasas,Premium,13-17,,,,
Drake,rap,710436,42725.82,France,2020,5 Am in Toronto,Free,25-34,,,,
Drake,rap,977205,52499.38,Australia,2020,I Get Lonely,Free,18-24,,,,
Drake,rap,371914,25294.74,South Africa,2020,My Side,Premium,45+,,,,
Drake,rap,535274,34873.68,Canada,2019,Jodeci Freestyle (feat. J. Cole),Premium,13-17,,,,
Drake,rap,355666,22769.56,India,2022,Club Paradise,Free,45+,,,,
Drake,rap,999723,36787.28,South Africa,2022,Free Spirit (feat. Rick Ross),Free,45+,,,,
Drake,rap,431432,16268.73,Canada,2021,Heat Of The Moment,Premium,13-17,,,,
Drake,rap,213359,13257.87,Japan,2021,Girls Love Beyoncé (feat. James Fauntleroy),Premium,25-34,,,,
Drake,rap,957389,63205.45,Canada,2023,Paris Morton Music,Free,45+,,,,
Drake,rap,322905,12571.3,Brazil,2019,Can I,Free,25-34,,,,
Drake,rap,926158,43642.58,Italy,2020,Survival,Premium,18-24,,,,
Drake,rap,817498,30597.72,Canada,2021,Nonstop,Free,45+,,,,
Drake,rap,180492,9925.04,Mexico,2023,Elevate,Free,45+,,,,
Drake,rap,579796,37494.5,Australia,2023,Emotionless,Free,25-34,,,,
Drake,rap,249383,9757.65,Mexico,2024,God's Plan,Premium,13-17,,,,
Drake,rap,483064,21774.46,Germany,2024,I'm Upset,Free,25-34,,,,
Drake,rap,458800,27113.56,Italy,2024,8 Out Of 10,Premium,35-44,,,,
Drake,rap,450761,25535.32,France,2020,Mob Ties,Premium,13-17,,,,
Drake,rap,509799,27778.53,France,2021,Can’t Take A Joke,Free,13-17,,,,
Drake,rap,959117,61814.0,Brazil,2019,Sandra’s Rose,Premium,45+,,,,
Drake,rap,672728,38803.46,South Africa,2019,Talk Up (feat. Jay-Z),Free,13-17,,,,
Drake,rap,904114,39610.28,India,2024,Is There More,Premium,18-24,,,,
Drake,rap,489883,22195.45,Netherlands,2020,Peak,Free,25-34,,,,
Drake,rap,980395,51330.99,Brazil,2022,Summer Games,Premium,35-44,,,,
Drake,rap,496992,33731.27,Spain,2019,Jaded,Free,35-44,,,,
Drake,rap,547296,18118.56,India,2022,Nice For What,Free,18-24,,,,
Drake,rap,803249,45501.6,South Korea,2023,Finesse,Premium,35-44,,,,
Drake,rap,197343,5930.52,South Africa,2022,Ratchet Happy Birthday,Premium,45+,,,,
Drake,rap,60755,2136.42,South Africa,2022,That’s How You Feel,Premium,45+,,,,
Drake,rap,504608,25199.99,Spain,2024,Blue Tint,Premium,45+,,,,
Drake,rap,660017,25231.54,Netherlands,2024,Free Smoke,Free,35-44,,,,
Drake,rap,327428,10573.97,Netherlands,2020,No Long Talk,Free,18-24,,,,
Drake,rap,110909,4115.2,South Korea,2023,Passionfruit,Free,18-24,,,,
Drake,rap,396925,26626.77,Australia,2019,Jorja Interlude,Free,18-24,,,,
Drake,rap,84661,3919.12,South Korea,2023,Get It Together,Free,25-34,,,,
Drake,rap,910922,52690.7,South Korea,2024,Madiba Riddim,Free,45+,,,,
Drake,rap,248791,11181.64,USA,2021,Blem,Free,35-44,,,,
Drake,rap,808072,45655.2,Netherlands,2023,4422,Free,35-44,,,,
Drake,rap,622568,29627.8,USA,2019,Gyalchester,Free,45+,,,,
Drake,rap,210119,10898.03,France,2024,Skepta Interlude,Premium,13-17,,,,
Drake,rap,225199,13984.0,South Africa,2019,Portland,Free,18-24,,,,
Drake,rap,198733,12666.52,Germany,2021,Sacrifices,Premium,35-44,,,,
Drake,rap,796329,29971.41,India,2021,Nothings Into Somethings,Premium,25-34,,,,
Drake,rap,809867,55990.8,UK,2020,Teenage Fever,Premium,13-17,,,,
Drake,rap,867839,36959.73,UK,2021,KMT,Premium,45+,,,,
Drake,rap,161979,11115.08,Japan,2019,Lose You,Premium,13-17,,,,
Drake,rap,929314,52170.85,Japan,2020,Can't Have Everything,Free,25-34,,,,
Drake,rap,482040,21586.27,Germany,2023,Glow,Premium,13-17,,,,
Drake,rap,846346,55790.49,Australia,2024,Since Way Back,Premium,45+,,,,
Drake,rap,846752,30687.52,Mexico,2019,Fake Love,Free,18-24,,,,
Taylor Swift,Pop,590311,34114.2,Australia,2022,Fortnight (feat. Post Malone),Premium,45+,,,,
Taylor Swift,Pop,871309,51272.44,Mexico,2023,The Tortured Poets Department,Premium,25-34,,,,
Taylor Swift,Pop,438799,30469.97,Italy,2020,My Boy Only Breaks His Favorite Toys,Premium,25-34,,,,
Taylor Swift,Pop,587086,33876.19,Mexico,2022,Down Bad,Premium,25-34,,,,
Taylor Swift,Pop,459188,31347.67,Japan,2019,"So Long, London",Premium,25-34,,,,
Taylor Swift,Pop,134674,8590.41,Mexico,2023,But Daddy I Love Him,Free,18-24,,,,
Taylor Swift,Pop,71410,2499.35,South Africa,2019,Fresh Out The Slammer,Premium,13-17,,,,
Taylor Swift,Pop,484233,23045.22,South Africa,2023,Florida!!! (feat. Florence + The Machine),Premium,13-17,,,,
Taylor Swift,Pop,174689,7429.83,Japan,2024,Guilty as Sin?,Premium,13-17,,,,
Taylor Swift,Pop,676373,44129.33,Australia,2020,Who’s Afraid of Little Old Me?,Free,45+,,,,
Taylor Swift,Pop,951542,45406.82,France,2021,I Can Fix Him (No Really I Can),Free,25-34,,,,
Taylor Swift,Pop,940877,53686.5,France,2022,loml,Premium,45+,,,,
Taylor Swift,Pop,303797,16683.29,UK,2021,I Can Do It With a Broken Heart,Free,45+,,,,
Taylor Swift,Pop,339486,18383.81,Spain,2021,The Smallest Man Who Ever Lived,Premium,13-17,,,,
Taylor Swift,Pop,501771,17008.2,France,2019,The Alchemy,Free,13-17,,,,
Taylor Swift,Pop,806047,41590.1,Australia,2023,Clara Bow,Premium,13-17,,,,
Taylor Swift,Pop,241129,15568.67,South Africa,2023,The Black Dog,Free,13-17,,,,
Taylor Swift,Pop,856054,49973.56,Australia,2022,imgonnagetyouback,Premium,18-24,,,,
Taylor Swift,Pop,207679,9853.64,Germany,2020,The Albatross,Free,13-17,,,,
Taylor Swift,Pop,944903,29794.42,Brazil,2023,Chloe or Sam or Sophia or Marcus,Free,13-17,,,,
Taylor Swift,Pop,670481,39681.94,South Korea,2023,Fortnight (feat. Post Malone),Free,18-24,,,,
Taylor Swift,Pop,624318,32561.08,UK,2022,The Tortured Poets Department,Premium,45+,,,,
Taylor Swift,Pop,427559,27384.19,South Korea,2021,My Boy Only Breaks His Favorite Toys,Premium,13-17,,,,
Taylor Swift,Pop,339042,22102.66,South Africa,2023,Down Bad,Premium,25-34,,,,
Taylor Swift,Pop,303962,9280.58,UK,2019,"So Long, London",Free,45+,,,,
Taylor Swift,Pop,543591,21998.47,Mexico,2019,But Daddy I Love Him,Premium,25-34,,,,
Taylor Swift,Pop,595853,35933.04,South Korea,2023,Fresh Out The Slammer,Premium,35-44,,,,
Taylor Swift,Pop,661168,34598.62,Mexico,2022,Florida!!! (feat. Florence + The Machine),Premium,25-34,,,,
Taylor Swift,Pop,873710,29059.41,Netherlands,2024,Guilty as Sin?,Premium,13-17,,,,
Taylor Swift,Pop,912036,48895.59,Canada,2019,Who’s Afraid of Little Old Me?,Premium,35-44,,,,
Taylor Swift,Pop,350871,19410.21,Netherlands,2024,I Can Fix Him (No Really I Can),Premium,13-17,,,,
Taylor Swift,Pop,383078,15700.33,South Africa,2019,loml,Premium,35-44,,,,
Taylor Swift,Pop,409152,24034.81,Italy,2023,I Can Do It With a Broken Heart,Free,13-17,,,,
Taylor Swift,Pop,809247,56109.29,UK,2022,The Smallest Man Who Ever Lived,Free,45+,,,,
Taylor Swift,Pop,607590,42332.61,South Africa,2022,The Alchemy,Premium,45+,,,,
Taylor Swift,Pop,136336,6261.78,UK,2022,Clara Bow,Premium,35-44,,,,
Taylor Swift,Pop,287016,17509.61,Australia,2024,Welcome To New York (Taylor's Version),Premium,45+,,,,
Taylor Swift,Pop,838421,39087.2,Mexico,2019,Blank Space (Taylor's Version),Premium,45+,,,,
Taylor Swift,Pop,433993,15722.21,France,2023,Style (Taylor's Version),Free,25-34,,,,
Taylor Swift,Pop,645276,42859.54,Mexico,2019,Out Of The Woods (Taylor's Version),Free,18-24,,,,
Taylor Swift,Pop,874363,26389.74,Germany,2024,All You Had To Do Was Stay (Taylor's Version),Free,35-44,,,,
Taylor Swift,Pop,84280,3172.16,Australia,2019,Shake It Off (Taylor's Version),Premium,13-17,,,,
Taylor Swift,Pop,703198,45005.68,UK,2021,I Wish You Would (Taylor's Version),Free,18-24,,,,
Taylor Swift,Pop,181557,7011.15,USA,2024,Bad Blood (Taylor's Version),Free,25-34,,,,
Taylor Swift,Pop,318396,21112.11,Italy,2020,Wildest Dreams (Taylor's Version),Premium,18-24,,,,
Taylor Swift,Pop,278030,14924.97,Spain,2022,How You Get The Girl (Taylor's Version),Free,45+,,,,
Taylor Swift,Pop,602770,34809.07,South Africa,2022,This Love (Taylor’s Version),Free,35-44,,,,
Taylor Swift,Pop,211157,11925.05,Canada,2024,I Know Places (Taylor's Version),Premium,18-24,,,,
Taylor Swift,Pop,135168,8190.83,Canada,2023,Clean (Taylor's Version),Free,45+,,,,
Taylor Swift,Pop,981887,39080.68,Germany,2022,Wonderland (Taylor's Version),Free,25-34,,,,
Taylor Swift,Pop,548766,37817.45,South Korea,2023,You Are In Love (Taylor's Version),Free,18-24,,,,
Taylor Swift,Pop,739228,38492.92,Japan,2023,New Romantics (Taylor's Version),Free,13-17,,,,
Taylor Swift,Pop,783261,51284.68,India,2021,"""Slut!"" (Taylor's Version) (From The Vault)",Free,45+,,,,
Taylor Swift,Pop,761788,43776.58,UK,2020,Say Don't Go (Taylor's Version) (From The Vault),Free,13-17,,,,
Taylor Swift,Pop,801358,45025.27,Germany,2022,Now That We Don't Talk (Taylor's Version) (From The Vault),Premium,45+,,,,
Taylor Swift,Pop,314933,15536.58,Canada,2023,Suburban Legends (Taylor's Version) (From The Vault),Free,35-44,,,,
Taylor Swift,Pop,669703,45315.29,South Korea,2024,Welcome To New York (Taylor's Version),Free,18-24,,,,
Taylor Swift,Pop,409706,16558.86,South Korea,2022,Blank Space (Taylor's Version),Premium,13-17,,,,
Taylor Swift,Pop,493251,33734.46,Netherlands,2020,Style (Taylor's Version),Free,35-44,,,,
Taylor Swift,Pop,112303,4932.39,Netherlands,2020,Out Of The Woods (Taylor's Version),Free,45+,,,,
Taylor Swift,Pop,84465,3638.97,USA,2020,All You Had To Do Was Stay (Taylor's Version),Premium,35-44,,,,
Taylor Swift,Pop,652404,45487.59,Canada,2024,Shake It Off (Taylor's Version),Premium,35-44,,,,
Taylor Swift,Pop,75943,3886.74,Netherlands,2024,I Wish You Would (Taylor's Version),Premium,45+,,,,
Taylor Swift,Pop,605600,29397.24,South Africa,2022,Bad Blood (Taylor's Version),Premium,18-24,,,,
Taylor Swift,Pop,459506,17629.34,USA,2024,Wildest Dreams (Taylor's Version),Premium,25-34,,,,
Taylor Swift,Pop,528939,20802.43,UK,2022,How You Get The Girl (Taylor's Version),Premium,13-17,,,,
Taylor Swift,Pop,181169,9343.29,Spain,2024,This Love (Taylor’s Version),Free,25-34,,,,
Taylor Swift,Pop,772710,44247.53,Japan,2022,I Know Places (Taylor's Version),Free,35-44,,,,
Taylor Swift,Pop,329070,14361.96,USA,2021,Clean (Taylor's Version),Free,18-24,,,,
Taylor Swift,Pop,454883,30731.58,USA,2022,Wonderland (Taylor's Version),Premium,45+,,,,
Taylor Swift,Pop,683369,27522.19,Germany,2021,You Are In Love (Taylor's Version),Premium,25-34,,,,
Taylor Swift,Pop,856656,48491.31,Brazil,2020,New Romantics (Taylor's Version),Premium,35-44,,,,
Taylor Swift,Pop,653780,27066.23,UK,2020,"""Slut!"" (Taylor's Version) (From The Vault)",Premium,25-34,,,,
Taylor Swift,Pop,747606,39930.18,South Korea,2024,Say Don't Go (Taylor's Version) (From The Vault),Premium,25-34,,,,
Taylor Swift,Pop,638469,24316.86,Mexico,2022,Now That We Don't Talk (Taylor's Version) (From The Vault),Free,45+,,,,
Taylor Swift,Pop,545850,29137.67,Japan,2023,Suburban Legends (Taylor's Version) (From The Vault),Free,45+,,,,
